From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_region,To_district,To_ward,To_latitude,To_longitude,To_bank_type,To_bank_name,To_weekend_trading,To_yr_started,To_yr_started_reformatted,Total_Kilometers
72,346,1,,8883,-11.263398,34.79128086,Ruvuma,Mbinga,Litembo,-10.97951,34.82655,Commercial Bank,National Microfinance Bank Plc,Yes,25/02/95,1995-2-01,31.63792549
72,383,2,,8883,-11.263398,34.79128086,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,41.16261995
73,334,1,,5677,-7.85425891,31.1757775,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,41.70054681
73,332,2,,5677,-7.85425891,31.1757775,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,49.38672028
74,611,1,,9209,-4.26860253,38.05357002,Kilimanjaro,Same,Same Mjini,-4.06781,37.7411,Community Bank,Mwanga Rural Community Bank,Yes,03/12/12,2012-12-01,41.18955227
74,335,2,,9209,-4.26860253,38.05357002,Kilimanjaro,Same,Same Mjini,-4.06711,37.73741,Commercial Bank,National Microfinance Bank Plc,Yes,05/08/75,1975-8-01,41.57664327
75,162,1,,7050,-11.40079283,36.42848862,Ruvuma,Songea Urban,Songea Mjini,-10.67843,35.65308,Commercial Bank,CRDB Bank Plc,Yes,25/07/97,1997-7-01,116.46432799
75,560,2,,7050,-11.40079283,36.42848862,Ruvuma,Songea Urban,Songea Mjini,-10.67941,35.6515,Commercial Bank,Tanzania Postal Bank,Yes,04/02/14,2014-2-01,116.51562948
76,502,1,,1531,-6.14814684,39.2228004,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,2.86123979
76,277,2,,1531,-6.14814684,39.2228004,Zanzibar,Zanzibar,Shakani,-6.1617,39.19903,Commercial Bank,Exim Bank (Tanzania) Limited,No,11/07/10,2010-7-01,3.02792976
77,555,1,,7922,-8.79798017,34.99025617,Iringa,Njombe,Makambako,-8.84419,34.82428,Commercial Bank,Tanzania Postal Bank,Yes,03/06/12,2012-6-01,18.96106033
77,459,2,,7922,-8.79798017,34.99025617,Iringa,Njombe,Makambako,-8.84414,34.82323,Commercial Bank,NBC Bank Limited,Yes,28/01/07,2007-1-01,19.07084761
78,143,1,,4397,-6.29072293,35.88227777,Dodoma,Dodoma Urban,Ng'ong'ona,-6.22129,35.81065,Commercial Bank,CRDB Bank Plc,Yes,18/04/11,2011-4-01,11.03566027
78,331,2,,4397,-6.29072293,35.88227777,Dodoma,Dodoma Urban,Ng'ong'ona,-6.22093,35.81019,Commercial Bank,National Microfinance Bank Plc,No,29/05/12,2012-5-01,11.09991975
79,392,1,,3170,-4.57358799,33.03776076,Tabora,Nzega,Nzega Mjini,-4.21614,33.1867,Commercial Bank,National Microfinance Bank Plc,Yes,04/04/02,2002-4-01,42.84462353
79,491,2,,3170,-4.57358799,33.03776076,Tabora,Nzega,Nzega Mjini,-4.21839,33.19507,Commercial Bank,NIC Bank (Tanzania) Limited,Yes,18/02/04,2004-2-01,42.9840974
80,278,1,,6376,-5.24594851,39.78153458,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,77.4480787
80,433,2,,6376,-5.24594851,39.78153458,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,77.7175451
81,616,1,,5472,-3.20246304,37.20556708,Kilimanjaro,Hai,Machame Kusini,-3.21435,37.22197,Community Bank,Village Community Bank (VICOBA),Yes,08/10/04,2004-10-01,2.24756159
81,471,2,,5472,-3.20246304,37.20556708,Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.33429,37.14645,Commercial Bank,NBC Bank Limited,No,15/08/96,1996-8-01,15.98941135
82,218,1,,9138,-10.75077606,38.53076548,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,29.81277401
82,205,2,,9138,-10.75077606,38.53076548,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,29.82040759
83,94,1,,6020,-6.57002874,35.51702142,Dodoma,Dodoma Urban,Madukani,-6.1811,35.74454,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,05/09/08,2008-9-01,49.83514065
83,155,2,,6020,-6.57002874,35.51702142,Dodoma,Dodoma Urban,Madukani,-6.18135,35.74552,Commercial Bank,CRDB Bank Plc,Yes,13/01/12,2012-1-01,49.8661573
84,1,1,,8658,-6.9315708,39.2627114,Dar es Salaam,Temeke,Mbagala,-6.92247,39.27113,Commercial Bank,Accessbank (Tanzania) Limited,Yes,16/05/11,2011-5-01,1.37059569
84,586,2,,8658,-6.9315708,39.2627114,Dar es Salaam,Temeke,Charambe,-6.92506,39.25129,Community Bank,Dar es Salaam Community Bank,Yes,08/10/13,2013-10-01,1.45313535
85,400,1,,919,-5.95904711,36.69328201,Dodoma,Kongwa,Kibaigwa,-6.07966,36.64596,Commercial Bank,National Microfinance Bank Plc,Yes,07/03/12,2012-3-01,14.33016828
85,174,2,,919,-5.95904711,36.69328201,Dodoma,Kongwa,Kibaigwa,-6.08117,36.64954,Commercial Bank,CRDB Bank Plc,Yes,15/01/12,2012-1-01,14.3471348
86,401,1,,6035,-10.91989576,39.38172881,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,32.06636743
86,408,2,,6035,-10.91989576,39.38172881,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,65.54479573
87,211,1,,6925,-1.94038467,32.85856349,Mwanza,Ilemela,Kirumba,-2.50621,32.89499,Commercial Bank,CRDB Bank Plc,Yes,09/02/93,1993-2-01,62.69774902
87,294,2,,6925,-1.94038467,32.85856349,Mwanza,Ilemela,Ilemela,-2.50981,32.90316,Commercial Bank,I & M Bank (Tanzania) Limited,Yes,16/01/11,2011-1-01,63.15986639
88,359,1,,5146,-9.33031317,33.71555106,Mbeya,Rungwe,Bulyaga,-9.25881,33.64597,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/97,1997-2-01,10.9993453
88,463,2,,5146,-9.33031317,33.71555106,Mbeya,Rungwe,Bulyaga,-9.25808,33.64527,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01,11.11086172
89,28,1,,1169,-3.35037913,37.30188854,Kilimanjaro,Moshi Urban,Mawenzi,-3.3562,37.33849,Commercial Bank,Akiba Commercial Bank Limited,Yes,08/09/04,2004-9-01,4.11813367
89,536,2,,1169,-3.35037913,37.30188854,Kilimanjaro,Moshi Urban,Kilimanjaro,-3.35479,37.33935,Commercial Bank,Tanzania Postal Bank,Yes,17/06/98,1998-6-01,4.19157548
90,368,1,,3449,-3.36559136,33.53726776,Shinyanga,Maswa,Nyalikungu,-3.1826,33.78071,Commercial Bank,National Microfinance Bank Plc,No,02/07/87,1987-7-01,33.78564792
90,320,2,,3449,-3.36559136,33.53726776,Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.67093,33.42758,Commercial Bank,National Microfinance Bank Plc,No,17/11/97,1997-11-01,35.89616378
91,327,1,,5307,-9.23731241,34.89157655,Iringa,Njombe,Njombe Mjini,-9.33152,34.76814,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/85,1985-7-01,17.10259413
91,122,2,,5307,-9.23731241,34.89157655,Iringa,Njombe,Njombe Mjini,-9.33958,34.77022,Commercial Bank,CRDB Bank Plc,Yes,09/06/10,2010-6-01,17.48485875
92,323,1,,1354,-9.49385658,34.65333495,Iringa,Njombe,Njombe Mjini,-9.34669,34.76963,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/96,1996-7-01,20.6901888
92,529,2,,1354,-9.49385658,34.65333495,Iringa,Njombe,Njombe Mjini,-9.34155,34.76832,Commercial Bank,Tanzania Postal Bank,Yes,01/08/12,2012-8-01,21.05378611
93,605,1,,393,-10.67473747,35.64183403,Ruvuma,Songea Urban,Songea Mjini,-10.67845,35.64959,Community Bank,Mbinga Community Bank,Yes,05/08/00,2000-8-01,0.94268275
93,460,2,,393,-10.67473747,35.64183403,Ruvuma,Songea Urban,Songea Mjini,-10.67801,35.64992,Commercial Bank,NBC Bank Limited,Yes,30/08/95,1995-8-01,0.95583283
94,194,1,,558,-9.93089752,39.72115387,Lindi,Lindi Urban,Ndoro,-9.99656,39.71288,Commercial Bank,CRDB Bank Plc,Yes,10/01/89,1989-1-01,7.31921123
94,541,2,,558,-9.93089752,39.72115387,Lindi,Lindi Urban,Makonde,-9.99718,39.71704,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01,7.34520502
95,321,1,,1624,-3.90304871,35.81426291,Manyara,Mbulu,Mbulu Mjini,-3.85642,35.54205,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,30.67014423
95,441,2,,1624,-3.90304871,35.81426291,Manyara,Babati,Babati,-4.2132,35.74894,Commercial Bank,NBC Bank Limited,Yes,14/09/08,2008-9-01,35.0551456
96,301,1,,151,-6.83370162,39.24087062,Dar es Salaam,Ilala,Buguruni,-6.83751,39.24277,Commercial Bank,KCB Bank (Tanzania) Limited,Yes,21/08/11,2011-8-01,0.47059007
96,32,2,,151,-6.83370162,39.24087062,Dar es Salaam,Ilala,Buguruni,-6.83825,39.24356,Commercial Bank,Amana Bank Limited,Yes,20/01/14,2014-1-01,0.58427121
97,570,1,,1515,-3.62754058,33.40638784,Shinyanga,Shinyanga Urban,Kambarage,-3.66953,33.42327,Commercial Bank,Tanzanian Postal Bank,No,02/12/13,2013-12-01,5.00763684
97,159,2,,1515,-3.62754058,33.40638784,Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.66987,33.42394,Commercial Bank,CRDB Bank Plc,Yes,22/09/89,1989-9-01,5.07066522
98,50,1,,9233,-2.04015789,33.83592211,Mwanza,Magu,Mkula,-2.24681,33.84891,Commercial Bank,Azania Bank Limited,Yes,24/01/10,2010-1-01,22.89636134
98,445,2,,9233,-2.04015789,33.83592211,Mara,Musoma Urban,Mukendo,-1.4987,33.80921,Commercial Bank,NBC Bank Limited,Yes,10/08/10,2010-8-01,59.94561289
99,188,1,,5230,-2.74515319,31.88753692,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,40.21546327
99,473,2,,5230,-2.74515319,31.88753692,Mwanza,Geita,Kalangala,-2.87273,32.22859,Commercial Bank,NBC Bank Limited,No,01/01/01,2001-1-01,40.459564
100,267,1,,862,-3.67416708,33.4410097,Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.67178,33.42954,Commercial Bank,Exim Bank (Tanzania) Limited,No,07/08/13,2013-8-01,1.30124945
100,320,2,,862,-3.67416708,33.4410097,Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.67093,33.42758,Commercial Bank,National Microfinance Bank Plc,No,17/11/97,1997-11-01,1.53428229
101,365,1,,3874,-7.75707127,35.48008133,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,24.1865701
101,89,2,,3874,-7.75707127,35.48008133,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,24.23741149
102,334,1,,8078,-7.2557727,31.39929365,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.18602975
102,332,2,,8078,-7.2557727,31.39929365,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,81.29192354
103,499,1,,3920,-6.17026527,39.22253025,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,0.78782948
103,500,2,,3920,-6.17026527,39.22253025,Zanzibar,Zanzibar,Maungani,-6.17152,39.19838,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,08/01/11,2011-1-01,2.67652515
104,353,1,,9188,-10.51940931,38.67832566,Lindi,Nachingwea,Nambambo,-10.36237,38.76124,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,19.59943766
104,534,2,,9188,-10.51940931,38.67832566,Lindi,Nachingwea,Nambambo,-10.36065,38.76135,Commercial Bank,Tanzania Postal Bank,Yes,01/08/12,2012-8-01,19.77378468
105,146,1,,4551,-8.46032763,32.15847508,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,80.85488829
105,530,2,,4551,-8.46032763,32.15847508,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,81.14365339
106,89,1,,2620,-7.68149797,36.03874388,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,38.93675368
106,365,2,,2620,-7.68149797,36.03874388,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,38.98906
107,437,1,,3975,-2.7743338,32.70359252,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,15.19630958
107,493,2,,3975,-2.7743338,32.70359252,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,15.28291561
108,445,1,,1209,-1.49823944,33.80838533,Mara,Musoma Urban,Mukendo,-1.4987,33.80921,Commercial Bank,NBC Bank Limited,Yes,10/08/10,2010-8-01,0.10495398
108,166,2,,1209,-1.49823944,33.80838533,Mara,Musoma Urban,Mukendo,-1.49542,33.8079,Commercial Bank,CRDB Bank Plc,Yes,10/09/11,2011-9-01,0.31639815
109,435,1,,3696,-4.79615125,38.29238409,Tanga,Lushoto,Lushoto,-4.79396,38.29226,Commercial Bank,National Microfinance Bank Plc,Yes,31/10/97,1997-10-01,0.24269844
109,434,2,,3696,-4.79615125,38.29238409,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,10.11728934
110,211,1,,2134,-2.4168124,32.93534714,Mwanza,Ilemela,Kirumba,-2.50621,32.89499,Commercial Bank,CRDB Bank Plc,Yes,09/02/93,1993-2-01,10.85652899
110,294,2,,2134,-2.4168124,32.93534714,Mwanza,Ilemela,Ilemela,-2.50981,32.90316,Commercial Bank,I & M Bank (Tanzania) Limited,Yes,16/01/11,2011-1-01,10.88859918
111,326,1,,9410,-7.28900961,38.99792171,Pwani,Mkuranga,Mkuranga,-7.1232,39.20245,Commercial Bank,National Microfinance Bank Plc,Yes,08/02/07,2007-2-01,29.09518704
111,213,2,,9410,-7.28900961,38.99792171,Dar es Salaam,Ilala,Chanika,-6.99604,39.08481,Commercial Bank,DCB Commercial Bank Plc,Yes,01/08/12,2012-8-01,33.79161867
112,396,1,,8259,-11.04289071,37.43360887,Lindi,Liwale,Liwale Mjini,-9.80503,37.92694,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,147.1902037
112,218,2,,8259,-11.04289071,37.43360887,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,153.59512911
113,352,1,,4922,-9.2401144,33.3392101,Mbeya,Ileje,Itumba,-9.40975,33.18331,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,25.40380228
113,197,2,,4922,-9.2401144,33.3392101,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93587,33.35067,Commercial Bank,CRDB Bank Plc,Yes,10/12/10,2010-12-01,33.67360847
114,435,1,,4934,-4.64239636,38.32172276,Tanga,Lushoto,Lushoto,-4.79396,38.29226,Commercial Bank,National Microfinance Bank Plc,Yes,31/10/97,1997-10-01,17.07595491
114,434,2,,4934,-4.64239636,38.32172276,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,27.33946171
115,146,1,,5602,-8.29548706,31.52009092,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,37.84547429
115,530,2,,5602,-8.29548706,31.52009092,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,38.08184067
116,215,1,,124,-6.88544157,39.15487472,Dar es Salaam,Ilala,Ukonga,-6.8733,39.18834,Commercial Bank,DCB Commercial Bank Plc,Yes,27/11/12,2012-11-01,3.93487593
116,17,2,,124,-6.88544157,39.15487472,Dar es Salaam,Ilala,Ukonga,-6.87067,39.19021,Commercial Bank,Akiba Commercial Bank Limited,Yes,28/08/97,1997-8-01,4.23327613
117,608,1,,7990,-8.58424757,35.20765615,Iringa,Mufindi,Mafinga,-8.30163,35.29572,Community Bank,Mufindi Community Bank,Yes,24/09/99,1999-9-01,32.72682576
117,189,2,,7990,-8.58424757,35.20765615,Iringa,Mufindi,Mafinga,-8.3004,35.30198,Commercial Bank,CRDB Bank Plc,Yes,11/11/10,2010-11-01,33.06680239
118,211,1,,7735,-2.03701413,33.02725406,Mwanza,Ilemela,Kirumba,-2.50621,32.89499,Commercial Bank,CRDB Bank Plc,Yes,09/02/93,1993-2-01,53.92741885
118,294,2,,7735,-2.03701413,33.02725406,Mwanza,Ilemela,Ilemela,-2.50981,32.90316,Commercial Bank,I & M Bank (Tanzania) Limited,Yes,16/01/11,2011-1-01,54.07139697
119,607,1,,8847,-3.54557136,36.98624673,Arusha,Arumeru,Usa River,-3.37316,36.84859,Community Bank,Meru Community Bank Limited,No,25/10/11,2011-10-01,24.44267265
119,192,2,,8847,-3.54557136,36.98624673,Arusha,Arumeru,Usa River,-3.37325,36.84746,Commercial Bank,CRDB Bank Plc,Yes,20/02/10,2010-2-01,24.51371074
120,470,1,,804,-10.28169602,40.19747509,Mtwara,Mtwara Urban,Shangani,-10.2737,40.18684,Commercial Bank,NBC Bank Limited,Yes,04/07/83,1983-7-01,1.46270267
120,75,2,,804,-10.28169602,40.19747509,Mtwara,Mtwara Urban,Railway,-10.27137,40.18777,Commercial Bank,Bank of Africa (Tanzania) Limited,Yes,20/10/13,2013-10-01,1.56039114
121,613,1,,8065,-9.33519347,34.76612567,Iringa,Njombe,Njombe Mjini,-9.33645,34.76739,Community Bank,Njombe Community Bank,No,28/02/12,2012-2-01,0.19647732
121,327,2,,8065,-9.33519347,34.76612567,Iringa,Njombe,Njombe Mjini,-9.33152,34.76814,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/85,1985-7-01,0.46265296
122,401,1,,5901,-11.10779697,39.32546201,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,50.29940533
122,408,2,,5901,-11.10779697,39.32546201,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,70.06596499
123,462,1,,2196,-9.2956571,32.75979208,Mbeya,Mbozi,Tunduma,-9.30521,32.76331,Commercial Bank,NBC Bank Limited,Yes,18/05/08,2008-5-01,1.12505716
123,76,2,,2196,-9.2956571,32.75979208,Mbeya,Mbozi,Tunduma,-9.30604,32.76389,Commercial Bank,Bank of Africa (Tanzania) Limited,Yes,20/03/11,2011-3-01,1.2334871
124,136,1,,187,-6.8190738,39.23891902,Dar es Salaam,Ilala,Tabata,-6.82373,39.23526,Commercial Bank,CRDB Bank Plc,Yes,20/01/16,2016-1-01,0.65477868
124,366,2,,187,-6.8190738,39.23891902,Dar es Salaam,Ilala,Tabata,-6.82059,39.2275,Commercial Bank,National Microfinance Bank Plc,No,16/02/14,2014-2-01,1.27330343
125,397,1,,8676,-8.61632576,39.26433887,Lindi,Kilwa,Masoko,-8.93061,39.5128,Commercial Bank,National Microfinance Bank Plc,Yes,01/01/70,1970-1-01,44.22173707
125,562,2,,8676,-8.61632576,39.26433887,Lindi,Kilwa,Masoko,-8.93525,39.51085,Commercial Bank,Tanzania Postal Bank,Yes,07/01/70,1970-1-01,44.49504144
126,513,1,,3656,-3.14734128,32.36980862,Shinyanga,Kahama,Bugarama,-3.29172,32.40645,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/11/03,2003-11-01,16.47631949
126,47,2,,3656,-3.14734128,32.36980862,Mwanza,Geita,Kalangala,-2.87043,32.23758,Commercial Bank,Azania Bank Limited,Yes,15/01/08,2008-1-01,33.96564742
127,276,1,,6728,-3.34885542,35.78177151,Arusha,Karatu,Karatu,-3.33885,35.67967,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,22/11/08,2008-11-01,11.40047096
127,425,2,,6728,-3.34885542,35.78177151,Arusha,Karatu,Karatu,-3.33864,35.67838,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/78,1978-1-01,11.54542012
128,316,1,,7751,-5.60573615,36.56213198,Manyara,Kiteto,Kibaya,-5.31632,36.56732,Commercial Bank,National Microfinance Bank Plc,Yes,25/10/97,1997-10-01,32.01005508
128,284,2,,7751,-5.60573615,36.56213198,Manyara,Kiteto,Kibaya,-5.31378,36.5628,Commercial Bank,FINCA Tanzania Ltd,Yes,11/07/12,2012-7-01,32.28585691
129,445,1,,2448,-1.87536698,33.70180501,Mara,Musoma Urban,Mukendo,-1.4987,33.80921,Commercial Bank,NBC Bank Limited,Yes,10/08/10,2010-8-01,43.3307565
129,166,2,,2448,-1.87536698,33.70180501,Mara,Musoma Urban,Mukendo,-1.49542,33.8079,Commercial Bank,CRDB Bank Plc,Yes,10/09/11,2011-9-01,43.6398314
130,498,1,,1426,-6.22058606,39.23271071,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,3.53261983
130,499,2,,1426,-6.22058606,39.23271071,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,4.89843871
131,144,1,,966,-4.6137183,34.94999894,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,31.42344898
131,442,2,,966,-4.6137183,34.94999894,Singida,Singida Urban,Ipembe,-4.81517,34.74944,Commercial Bank,NBC Bank Limited,Yes,07/02/08,2008-2-01,31.48602803
132,412,1,,5400,-2.84404439,33.08184245,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,1.45010677
132,199,2,,5400,-2.84404439,33.08184245,Mwanza,Nyamagana,Nyamagana,-2.6012,32.90016,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,33.60366756
133,365,1,,2666,-7.78092072,35.69345854,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,0.71768172
133,89,2,,2666,-7.78092072,35.69345854,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,0.76364694
134,513,1,,2155,-3.28253814,32.87852015,Shinyanga,Kahama,Bugarama,-3.29172,32.40645,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/11/03,2003-11-01,52.47454998
134,412,2,,2155,-3.28253814,32.87852015,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,54.56912684
135,401,1,,1972,-10.77977942,39.54916804,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,9.12532923
135,408,2,,1972,-10.77977942,39.54916804,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,80.39115288
136,555,1,,2123,-8.84422538,34.82567814,Iringa,Njombe,Makambako,-8.84419,34.82428,Commercial Bank,Tanzania Postal Bank,Yes,03/06/12,2012-6-01,0.15385124
136,345,2,,2123,-8.84422538,34.82567814,Iringa,Njombe,Makambako,-8.84434,34.82328,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/97,1997-7-01,0.26411143
137,334,1,,7064,-7.11044993,31.1672481,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,45.59507691
137,148,2,,7064,-7.11044993,31.1672481,Rukwa,Mpanda,Kashaulili,-6.34465,31.06997,Commercial Bank,CRDB Bank Plc,Yes,17/08/11,2011-8-01,85.36960706
138,218,1,,7074,-10.66317936,38.75113804,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,9.36918803
138,205,2,,7074,-10.66317936,38.75113804,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,9.37378834
139,146,1,,8424,-8.63565828,31.4297796,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,76.75283374
139,530,2,,8424,-8.63565828,31.4297796,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,76.99173427
140,401,1,,4487,-10.85329033,39.27796148,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,39.81713741
140,408,2,,4487,-10.85329033,39.27796148,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,52.49504788
